person_id,full_name,is_pep,is_sanctioned,risk_level,confidence_score,primary_source,political_party,constituency,county,position_title,institution_name,profile_url,source_url,entity_status
166,"HON. KITUR, BERNARD KIBOR",True,False,LOW,95.0,National Assembly,UDA,NANDI HILLS,NANDI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-kitur-bernard-kibor,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=13,ACTIVE
167,"HON. KIUNJURI, MWANGI FESTUS",True,False,LOW,95.0,National Assembly,TSP,LAIKIPIA EAST,LAIKIPIA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-kiunjuri-mwangi-festus,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=13,ACTIVE
168,HON. KOECH KIPNGETICH VICTOR,True,False,LOW,95.0,National Assembly,CCM,CHEPALUNGU,BOMET,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-koech-kipngetich-victor,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=13,ACTIVE
169,"HON. KOECH, NELSON",True,False,LOW,95.0,National Assembly,UDA,BELGUT,KERICHO,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-koech-nelson,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=13,ACTIVE
170,HON. KOMBE HARRISON GARAMA,True,False,LOW,95.0,National Assembly,ODM,MAGARINI,KILIFI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-kombe-harrison-garama,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=13,ACTIVE
171,HON. KOMINGOI KIBET KIRUI,True,False,LOW,95.0,National Assembly,UDA,BURETI,KERICHO,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-komingoi-kibet-kirui,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=13,ACTIVE
172,HON. KORERE SARAH PAULATA,True,False,LOW,95.0,National Assembly,JP,LAIKIPIA NORTH,LAIKIPIA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-korere-sarah-paulata,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
173,HON. KORIR ADAMS KIPSANAI,True,False,LOW,95.0,National Assembly,UDA,KEIYO NORTH,ELGEYO - MARAKWET,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-korir-adams-kipsanai,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
174,HON. KOSGEI HILARY KIPLANG’AT,True,False,LOW,95.0,National Assembly,UDA,KIPKELION WEST,KERICHO,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-kosgei-hilary-kiplangat-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
175,"HON. KOYI JOHN WALUKE, CBS",True,False,LOW,95.0,National Assembly,JP,SIRISIA,BUNGOMA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-koyi-john-waluke-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
176,HON. KUNO YAKUB ADOW,True,False,LOW,95.0,National Assembly,UPIA,BURA,TANA RIVER,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-kuno-yakub-adow,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
177,"HON. KUNO, AMINA UDGOON SIYAD",True,False,LOW,95.0,National Assembly,JP,GARISSA,GARISSA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-kuno-amina-udgoon-siyad,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
178,HON. KURURIA ELIJAH NJORE NJOROGE,True,False,LOW,95.0,National Assembly,IND,GATUNDU NORTH,KIAMBU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-kururia-elijah-njore-njoroge,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
179,"HON. LEKUTON JOSEPH, CBS",True,False,LOW,95.0,National Assembly,UDM,LAISAMIS,MARSABIT,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-lekuton-joseph-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
180,"HON. LELMENGIT, JOSSES KIPTOO KOSGEY",True,False,LOW,95.0,National Assembly,UDA,EMGWEN,NANDI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-lelmengit-josses-kiptoo-kosgey,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
181,"HON. LEMANKEN ARAMAT, CBS",True,False,LOW,95.0,National Assembly,UDA,NAROK EAST,NAROK,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-lemanken-aramat-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=14,ACTIVE
182,HON. LENGURIS PAULINE,True,False,LOW,95.0,National Assembly,UDA,SAMBURU,SAMBURU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-lenguris-pauline,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
183,"HON. LENTOIJONI, JACKSON LEKUMONTARE",True,False,LOW,95.0,National Assembly,KANU,SAMBURU EAST,SAMBURU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-lentoijoni-jackson-lekumontare,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
184,"HON. LESUUDA, NAISULA, CBS",True,False,LOW,95.0,National Assembly,KANU,SAMBURU WEST,SAMBURU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-lesuuda-naisula-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
185,"HON. LETIPILA, DOMINIC ELI",True,False,LOW,95.0,National Assembly,UDA,SAMBURU NORTH,SAMBURU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-letipila-dominic-eli,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
186,"HON. LOCHAKAPONG, PETER",True,False,LOW,95.0,National Assembly,UDA,SIGOR,WEST POKOT,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-lochakapong-peter,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
187,HON. LOMWA JOSEPH SAMAL,True,False,LOW,95.0,National Assembly,JP,ISIOLO NORTH,ISIOLO NORTH,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-lomwa-joseph-samal,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
188,HON. LOTEE TITUS,True,False,LOW,95.0,National Assembly,KUP,KACHELIBA,WEST POKOT,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-lotee-titus,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
189,"HON. LUYAI, CALEB AMISI",True,False,LOW,95.0,National Assembly,ODM,SABOTI,TRANS-NZOIA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-luyai-caleb-amisi,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
190,"HON. MAALIM, FARAH",True,False,LOW,95.0,National Assembly,WDM,DADAAB,GARISSA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-maalim-farah,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
191,HON. MACHELE MOHAMED SOUD,True,False,LOW,95.0,National Assembly,ODM,MVITA,MOMBASA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-machele-mohamed-soud,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=15,ACTIVE
192,HON. MAINA JANE NJERI,True,False,LOW,95.0,National Assembly,UDA,KIRINYAGA,KIRINYAGA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-maina-jane-njeri,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
193,"HON. MAINA, BETTY NJERI",True,False,LOW,95.0,National Assembly,UDA,MURANG’A,MURANG’A,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-maina-betty-njeri,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
194,HON. MAINGI MARY,True,False,LOW,95.0,National Assembly,UDA,MWEA,KIRINYAGA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-maingi-mary,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
195,HON. MAISORI MARWA KEMERO KITAYAMA CBS,True,False,LOW,95.0,National Assembly,UDA,KURIA EAST,MIGORI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-maisori-marwa-kemero-kitayama-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
196,"HON. MAJIMBO, JOSEPH KALASINGA",True,False,LOW,95.0,National Assembly,FORD-K,KABUCHAI,BUNGOMA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-majimbo-joseph-kalasinga-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
197,HON. MAKALI JOHN OKWISIA,True,False,LOW,95.0,National Assembly,FORD-K,KANDUYI,BUNGOMA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-makali-john-okwisia,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
198,"HON. MANDUKU, DANIEL OGWOKA",True,False,LOW,95.0,National Assembly,ODM,NYARIBARI MASABA,KISII,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-manduku-daniel-ogwoka,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
199,HON. MARUBU MUTHONI MONICAH,True,False,LOW,95.0,National Assembly,IND,LAMU,LAMU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-marubu-muthoni-monicah,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
200,HON. MASARA PETER FRANCIS,True,False,LOW,95.0,National Assembly,ODM,SUNA WEST,MIGORI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-masara-peter-francis-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
201,"HON. MASITO, FATUMA HAMISI",True,False,LOW,95.0,National Assembly,ODM,KWALE,KWALE,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-masito-fatuma-hamisi,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=16,ACTIVE
202,HON. MATHENGE DUNCAN MAINA,True,False,LOW,95.0,National Assembly,UDA,NYERI TOWN,NYERI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mathenge-duncan-maina,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
203,HON. MAWATHE JULIUS MUSILI,True,False,LOW,95.0,National Assembly,,,,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mawathe-julius-musili,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
204,HON. MAYAKA IRENE NYAKERARIO,True,False,LOW,95.0,National Assembly,ODM,,,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mayaka-irene-nyakerario,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
205,"HON. MBAI, NIMROD MBITHUKA",True,False,LOW,95.0,National Assembly,UDA,KITUI EAST,KITUI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mbai-nimrod-mbithuka-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
206,HON. MBALU JESSICA NDUKU KIKO,True,False,LOW,95.0,National Assembly,WDM,KIBWEZI EAST,MAKUENI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mbalu-jessica-nduku-kiko,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
207,"HON. MBONI, DAVID MWALIKA",True,False,LOW,95.0,National Assembly,WDM,KITUI RURAL,KITUI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mboni-david-mwalika,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
208,"HON. MBUI, ROBERT",True,False,LOW,95.0,National Assembly,WDM,KATHIANI,MACHAKOS,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mbui-robert,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
209,"HON. MELI, JULIUS KIPBIRWOT",True,False,LOW,95.0,National Assembly,UDA,TINDERET,NANDI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-melly-julius-kipbiwott,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
210,HON. MIZIGHI LYDIA HAIKA,True,False,LOW,95.0,National Assembly,UDA,TAITA TAVETA,TAITA TAVETA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mizighi-lydia-haika,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
211,HON. MNYAZI AMINA LAURA,True,False,LOW,95.0,National Assembly,ODM,MALINDI,KILIFI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mnyazi-amina-laura,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=17,ACTIVE
212,HON. MOGAKA STEPHEN,True,False,LOW,95.0,National Assembly,JP,WEST MUGIRANGO,NYAMIRA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mogaka-stephen,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
213,HON. MOHAMED ABDIKADIR HUSSEIN,True,False,LOW,95.0,National Assembly,ODM,LAGDERA,GARISSA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mohamed-abdikadir-hussein,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
214,HON. MOHAMED ADEN DAUDI,True,False,LOW,95.0,National Assembly,JP,WAJIR EAST,WAJIR,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mohamed-aden-daudi,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
215,HON. MOHAMED MOHAMED ALI,True,False,LOW,95.0,National Assembly,UDA,NYALI,MOMBASA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mohamed-mohamed-ali-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
216,HON. MOHAMED UMULKHER HARUN,True,False,LOW,95.0,National Assembly,ODM,,,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mohamed-umulkher-harun,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
217,HON. MOHAMMED FATUMA ZAINAB,True,False,LOW,95.0,National Assembly,IND,MIGORI,MIGORI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mohammed-fatuma-zainab,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
218,HON. MOHAMMED ZAMZAM CHIMBA,True,False,LOW,95.0,National Assembly,ODM,MOMBASA,MOMBASA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mohammed-zamzam-chimba,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
219,HON. MONGINA JERUSHA MOMANYI,True,False,LOW,95.0,National Assembly,JP,NYAMIRA,NYAMIRA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mongina-jerusha-momanyi,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
220,HON. MREMBO IRENE NJOKI,True,False,LOW,95.0,National Assembly,JP,BAHATI,NAKURU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mrembo-irene-njoki,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
221,"HON. MUCHANGI KAREMBA, CBS",True,False,LOW,95.0,National Assembly,UDA,RUNYENJES,EMBU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-muchangi-karemba-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=18,ACTIVE
222,"HON. MUCHIRA, MICHAEL MWANGI",True,False,LOW,95.0,National Assembly,UDA,OL JOROK,NYANDARUA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-muchira-michael-mwangi,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
223,HON. MUGABE INNOCENT MAINO,True,False,LOW,95.0,National Assembly,ODM,LIKUYANI,KAKAMEGA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mugabe-innocent-maino-0,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
224,HON. MUGE CYNTHIA JEPKOSGEI,True,False,LOW,95.0,National Assembly,UDA,NANDI,NANDI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-muge-cynthia-jepkosgei,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
225,HON. MUHANDA ELSIE BUSIHILE,True,False,LOW,95.0,National Assembly,ODM,KAKAMEGA,KAKAMEGA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-muhanda-elsie-busihile,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
226,HON. MUHIA WANJIKU,True,False,LOW,95.0,National Assembly,UDA,KIPIPIRI,NYANDARUA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-muhia-wanjiku,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
227,HON. MUKHWANA TITUS KHAMALA,True,False,LOW,95.0,National Assembly,ODM,LURAMBI,KAKAMEGA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mukhwana-titus-khamala,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
228,HON. MUKUNJI JOHN GITONGA MWANIKI,True,False,LOW,95.0,National Assembly,UDA,MANYATTA,EMBU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mukunji-john-gitonga-mwaniki,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
229,HON. MULANYA EKESA GEOFFREY,True,False,LOW,95.0,National Assembly,IND.,NAMBALE,BUSIA,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mulanya-ekesa-geoffrey,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
230,HON. MULE CALEB MUTISO,True,False,LOW,95.0,National Assembly,MCCP,MACHAKOS TOWN,MACHAKOS,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mule-caleb-mutiso,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
231,HON. MULE STEPHEN MUTINDA,True,False,LOW,95.0,National Assembly,WDM,MATUNGULU,MACHAKOS,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mule-stephen-mutinda,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=19,ACTIVE
232,"HON. MULI FABIAN KYULE, CBS",True,False,LOW,95.0,National Assembly,GDDP,KANGUNDO,MACHAKOS,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-muli-fabian-kyule-cbs,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
233,HON. MULU MAKALI,True,False,LOW,95.0,National Assembly,WDM,KITUI CENTRAL,KITUI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mulu-makali,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
234,"HON. MULYUNGI, GIDEON MUTEMI",True,False,LOW,95.0,National Assembly,WDM,MWINGI CENTRAL,MWINGI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mulyungi-gideon-mutemi,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
235,"HON. MUMO, ROSE MUSEO",True,False,LOW,95.0,National Assembly,WDM,MAKUENI,MAKUENI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mumo-rose-museo,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
236,HON. MUNYORO JOSEPH KAMAU,True,False,LOW,95.0,National Assembly,UDA,KIGUMO,MURANG'A,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-munyoro-joseph-kamau,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
237,HON. MUPE ANTHONY KENGA,True,False,LOW,95.0,National Assembly,PAA,RABAI,KILIFI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-mupe-anthony-kenga,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
238,HON. MURATHA ANNE WANJIKU MUGO,True,False,LOW,95.0,National Assembly,UDA,KIAMBU,KIAMBU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-muratha-anne-wanjiku-mugo,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
239,HON. MURIU WAKILI EDWARD,True,False,LOW,95.0,National Assembly,UDA,GATANGA,MURANG'A,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-muriu-wakili-edward,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
240,HON. MURIUKI NEBART BERNARD,True,False,LOW,95.0,National Assembly,IND,MBEERE SOUTH,EMBU,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-muriuki-nebart-bernard,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
241,HON. MURUGARA GEORGE GITONGA,True,False,LOW,95.0,National Assembly,UDA,THARAKA,THARAKA-NITHI,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-murugara-george-gitonga,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=20,ACTIVE
242,"HON. MUSAU, VINCENT MUSYOKA",True,False,LOW,95.0,National Assembly,UDA,MWALA,MACHAKOS,Member of Parliament,National Assembly of Kenya,https://www.parliament.go.ke/the-national-assembly/hon-musau-vincent-musyoka,https://www.parliament.go.ke/the-national-assembly/mps?field_name_value=%20&field_parliament_value=2022&field_employment_history_value=&page=21,ACTIVE
